community_detector,used_communities,community,algorithm_rec,test_size,split_id,train_runtime,test_runtime
Louvain,4.0,1.0,SlopeOne,0.25,2,0.28960585594177246,0.0
Paris,1.0,2.0,NormalPredictor,0.25,2,0.033448219299316406,0.0
Paris,1.0,99.0,NormalPredictor,0.25,2,0.0906529426574707,0.18215632438659668
Paris,2.0,2.0,NormalPredictor,0.25,2,0.03283953666687012,0.0
Paris,2.0,1.0,NormalPredictor,0.25,2,0.028370141983032227,0.0
Paris,2.0,99.0,NormalPredictor,0.25,2,0.06449246406555176,0.6886169910430908
Paris,3.0,2.0,NormalPredictor,0.25,2,0.028080224990844727,0.0
Paris,3.0,1.0,NormalPredictor,0.25,2,0.008001565933227539,0.0
Paris,3.0,0.0,NormalPredictor,0.25,2,0.07515287399291992,0.0
Paris,1.0,2.0,SVD,0.25,2,0.14972710609436035,0.0
Paris,1.0,99.0,SVD,0.25,2,0.6712594032287598,0.19883942604064941
Paris,2.0,2.0,SVD,0.25,2,0.15770983695983887,0.0
Paris,2.0,1.0,SVD,0.25,2,0.17720627784729004,0.0
Paris,2.0,99.0,SVD,0.25,2,0.646580696105957,0.18871498107910156
Paris,3.0,2.0,SVD,0.25,2,0.15965652465820312,0.0009999275207519531
Paris,3.0,1.0,SVD,0.25,2,0.1944901943206787,0.0
Paris,3.0,0.0,SVD,0.25,2,0.5499684810638428,0.0
Paris,1.0,2.0,k-NN,0.25,2,0.01006007194519043,0.0
Paris,1.0,99.0,k-NN,0.25,2,0.20228981971740723,2.234527111053467
Paris,2.0,2.0,k-NN,0.25,2,0.028801918029785156,0.0
Paris,2.0,1.0,k-NN,0.25,2,0.03806138038635254,0.0
Paris,2.0,99.0,k-NN,0.25,2,0.1633896827697754,1.8207480907440186
Paris,3.0,2.0,k-NN,0.25,2,0.020482301712036133,0.0
Paris,3.0,1.0,k-NN,0.25,2,0.02266836166381836,0.0
Paris,3.0,0.0,k-NN,0.25,2,0.1300344467163086,0.0
Paris,1.0,2.0,NMF,0.25,2,0.24611544609069824,0.0
Paris,1.0,99.0,NMF,0.25,2,1.0146477222442627,0.38376450538635254
Paris,2.0,2.0,NMF,0.25,2,0.2743360996246338,0.0010535717010498047
Paris,2.0,1.0,NMF,0.25,2,0.2679588794708252,0.0
Paris,2.0,99.0,NMF,0.25,2,1.056044578552246,0.2012333869934082
Paris,3.0,2.0,NMF,0.25,2,0.2755398750305176,0.0
Paris,3.0,1.0,NMF,0.25,2,0.30997252464294434,0.0
Paris,3.0,0.0,NMF,0.25,2,0.8756835460662842,0.0
Paris,1.0,2.0,Co-Clustering,0.25,2,0.3979055881500244,0.0
Paris,1.0,99.0,Co-Clustering,0.25,2,1.4073400497436523,0.3157367706298828
Paris,2.0,2.0,Co-Clustering,0.25,2,0.3369138240814209,0.0
Paris,2.0,1.0,Co-Clustering,0.25,2,0.43412208557128906,0.0
Paris,2.0,99.0,Co-Clustering,0.25,2,1.4109108448028564,0.1287240982055664
Paris,3.0,2.0,Co-Clustering,0.25,2,0.37278318405151367,0.0010001659393310547
Paris,3.0,1.0,Co-Clustering,0.25,2,0.4533050060272217,0.0
Paris,3.0,0.0,Co-Clustering,0.25,2,1.0803594589233398,0.0
Paris,1.0,2.0,SlopeOne,0.25,2,0.13211512565612793,0.0
Paris,1.0,99.0,SlopeOne,0.25,2,0.3884010314941406,1.3513591289520264
Paris,2.0,2.0,SlopeOne,0.25,2,0.14737868309020996,0.0
Paris,2.0,1.0,SlopeOne,0.25,2,0.06833100318908691,0.0
Paris,2.0,99.0,SlopeOne,0.25,2,0.42410826683044434,1.405987024307251
Paris,3.0,2.0,SlopeOne,0.25,2,0.14091897010803223,0.0
Paris,3.0,1.0,SlopeOne,0.25,2,0.06286478042602539,0.0
Paris,3.0,0.0,SlopeOne,0.25,2,0.3381633758544922,0.0
Not-Applicable,,,NormalPredictor,0.25,3,0.22545170783996582,0.1898186206817627
Not-Applicable,,,SVD,0.25,3,0.9793753623962402,0.3192903995513916
Not-Applicable,,,k-NN,0.25,3,0.3771052360534668,4.142848491668701
Not-Applicable,,,NMF,0.25,3,1.4599180221557617,0.1922166347503662
Not-Applicable,,,Co-Clustering,0.25,3,1.9495503902435303,0.15268659591674805
Not-Applicable,,,SlopeOne,0.25,3,0.538496732711792,3.5137715339660645
Louvain,1.0,1.0,NormalPredictor,0.25,3,0.02301335334777832,0.009448051452636719
Louvain,1.0,99.0,NormalPredictor,0.25,3,0.16654181480407715,0.3095061779022217
Louvain,2.0,1.0,NormalPredictor,0.25,3,0.038071632385253906,0.0010654926300048828
Louvain,2.0,2.0,NormalPredictor,0.25,3,0.03175783157348633,0.0
Louvain,2.0,99.0,NormalPredictor,0.25,3,0.16512846946716309,0.34272217750549316
Louvain,3.0,1.0,NormalPredictor,0.25,3,0.035037994384765625,0.0
Louvain,3.0,2.0,NormalPredictor,0.25,3,0.03251290321350098,0.0
Louvain,3.0,0.0,NormalPredictor,0.25,3,0.029204368591308594,0.0
Louvain,3.0,99.0,NormalPredictor,0.25,3,0.1066732406616211,2.449679136276245
Louvain,4.0,1.0,NormalPredictor,0.25,3,0.03437209129333496,0.0010004043579101562
Louvain,4.0,2.0,NormalPredictor,0.25,3,0.028563976287841797,0.0
Louvain,4.0,0.0,NormalPredictor,0.25,3,0.033364295959472656,0.0
Louvain,4.0,3.0,NormalPredictor,0.25,3,0.09192323684692383,0.0
